 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =  u   
 -8.4495 -8.3306 -8.2815 -8.1748 -7.9792 -7.7791 -7.6683 -7.6180 -7.5226 -7.3211
 -7.0502 -6.7246 -6.3663 -6.0047 -5.6366 -4.7027 -3.8113 -3.1025 -2.5433
 -8.1493 -7.8806 -7.6793 -7.5061 -7.3522 -7.2163 -7.0931 -6.9688 -6.8239 -6.6427
 -6.4122 -6.1250 -5.7880 -5.4342 -5.0857 -4.2439 -3.4627 -2.8311 -2.3639 -2.0419
 -7.9676 -7.5980 -7.2892 -7.0433 -6.8618 -6.7149 -6.5660 -6.4048 -6.2330 -6.0498
 -5.8357 -5.5792 -5.2740 -4.9407 -4.6141 -3.8550 -3.1704 -2.6062 -2.2028 -1.9268
 -1.7371
 -7.9044 -7.4828 -7.1112 -6.7864 -6.5080 -6.2749 -6.0870 -5.9260 -5.7499 -5.5424
 -5.3207 -5.0872 -4.8243 -4.5242 -4.2218 -3.5360 -2.9344 -2.4278 -2.0601 -1.8121
 -1.6443 -1.5295
 -7.9138 -7.4539 -7.0418 -6.6720 -6.3413 -6.0479 -5.7893 -5.5616 -5.3609 -5.1687
 -4.9514 -4.7102 -4.4658 -4.2032 -3.9264 -3.2986 -2.7606 -2.2992 -1.9521 -1.7202
 -1.5667 -1.4636 -1.3942 -1.3478
 -7.9858 -7.4952 -7.0493 -6.6445 -6.2780 -5.9464 -5.6467 -5.3759 -5.1300 -4.9041
 -4.6906 -4.4721 -4.2398 -3.9969 -3.7362 -3.1420 -2.6475 -2.2199 -1.8810 -1.6502
 -1.5018 -1.4047 -1.3408 -1.2998 -1.2743 -1.2580 -1.2461 -1.2358 -1.2247 -1.2095
 -8.1078 -7.5966 -7.1244 -6.6895 -6.2915 -5.9294 -5.6001 -5.2991 -5.0241 -4.7712
 -4.5357 -4.3124 -4.0937 -3.8766 -3.6417 -3.0618 -2.5868 -2.1828 -1.8470 -1.6053
 -1.4496 -1.3517 -1.2895 -1.2507 -1.2282 -1.2165 -1.2112 -1.2080 -1.2058 -1.2032
 -1.1967
 -8.2725 -7.7447 -7.2542 -6.7968 -6.3719 -5.9819 -5.6252 -5.2992 -5.0003 -4.7258
 -4.4718 -4.2346 -4.0111 -3.7978 -3.5857 -3.0430 -2.5678 -2.1762 -1.8437 -1.5876
 -1.4145 -1.3060 -1.2401 -1.2006 -1.1788 -1.1690 -1.1671 -1.1696 -1.1734 -1.1773
 -1.1820
 -8.4684 -7.9265 -7.4201 -6.9472 -6.5023 -6.0879 -5.7057 -5.3554 -5.0347 -4.7402
 -4.4683 -4.2164 -3.9815 -3.7614 -3.5516 -3.0406 -2.5757 -2.1846 -1.8565 -1.5905
 -1.3979 -1.2712 -1.1941 -1.1497 -1.1262 -1.1165 -1.1164 -1.1221 -1.1306 -1.1399
 -1.1492
 -8.7020 -8.1558 -7.6304 -7.1408 -6.6804 -6.2473 -5.8435 -5.4697 -5.1259 -4.8106
 -4.5204 -4.2523 -4.0035 -3.7724 -3.5556 -3.0522 -2.6020 -2.2097 -1.8820 -1.6118
 -1.4034 -1.2561 -1.1606 -1.1039 -1.0736 -1.0606 -1.0593 -1.0658 -1.0770 -1.0904
 -1.1042
 -8.9759 -8.4084 -7.8713 -7.3634 -6.8857 -6.4388 -6.0187 -5.6254 -5.2601 -4.9230
 -4.6127 -4.3268 -4.0624 -3.8172 -3.5886 -3.0740 -2.6315 -2.2416 -1.9112 -1.6380
 -1.4208 -1.2578 -1.1432 -1.0691 -1.0263 -1.0056 -0.9999 -1.0043 -1.0155 -1.0309
 -1.0483
